1,loan_identifier,string
6,cusip,string
10,product_type,string
54,convertible_flag,string
50,rate_adjmt_freq,int
55,initial_period,int
56,next_adjmt_date,bigint
51,lookback,int
48,gross_margin,double
49,net_margin,double
59,net_max_life_rate,double
58,max_life_rate,double
62,init_cap_up,double
63,init_cap_dn,double
64,periodic_cap,double
57,months_to_adjust,int
47,index_desc,string
999,last_chg_date,bigint
107,eff_date,bigint
108,as_of_date,bigint
